ticket_number,subject,description,department,category,priority,ward,is_spam,submit_count,created_at,resolution_hours,sla_breached,status
CMP-484627,Transformer sparking,The electric transformer near the local market is sparking and emitting smoke. It could catch fire.,electricity,electricity,critical,Ward 10,0,1,2026-05-02T14:10:40.499022,1.75,0,resolved
CMP-293976,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 9.,water,water,medium,Ward 9,0,2,2026-05-08T18:29:40.499022,15.31,0,resolved
CMP-663511,Meter billing issue,My digital electricity meter is running twice as fast even when all switches are turned off.,electricity,electricity,low,Ward 5,0,2,2026-06-02T09:07:40.499022,21.25,0,in_progress
CMP-412177,Power outage,Unscheduled power cuts for the past 8 hours in Ward 9. Electronic items are getting damaged.,electricity,electricity,low,Ward 9,0,1,2026-05-04T18:19:40.499022,8.97,0,resolved
CMP-989291,Traffic light malfunction,The traffic lights at the main crossing are flashing yellow and causing traffic jams.,roads,roads,medium,Ward 3,0,1,2026-04-21T18:45:40.499022,73.65,1,resolved
CMP-515863,Traffic light malfunction,The traffic lights at the main crossing are flashing yellow and causing traffic jams.,roads,roads,medium,Ward 8,0,2,2026-05-04T00:38:40.499022,126.27,1,resolved
CMP-484415,Test,"Cheap weight loss pills, burn fat fast. Natural supplements no exercise needed.",general,spam,low,Ward 3,1,5,2026-05-04T11:15:40.499022,0.0,0,rejected
CMP-600734,Water pipeline burst,There is a major water pipe burst on Main Street in Ward 5. Drinking water is leaking onto the road and pressure is low.,water,water,critical,Ward 5,0,2,2026-04-06T02:24:40.499022,2.26,0,resolved
CMP-119973,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 5 hospital.,general,general,low,Ward 5,0,2,2026-04-18T05:54:40.499022,100.59,0,resolved
CMP-456581,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 3 hospital.,general,general,low,Ward 3,0,2,2026-05-21T00:33:40.499022,44.43,0,resolved
CMP-978697,Potholes on road,Huge potholes have formed on the main road in Ward 6. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 6,0,2,2026-04-11T08:43:40.499022,121.23,1,resolved
CMP-871077,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 3.,general,general,low,Ward 3,0,2,2026-05-05T02:03:40.499022,125.99,1,resolved
CMP-606212,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 9,0,1,2026-06-02T19:10:40.499022,134.48,1,pending
CMP-132759,Test,"Hello world, test 1 2 3.",general,spam,low,Ward 4,1,18,2026-05-29T18:48:40.499022,0.0,0,rejected
CMP-752806,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 7,0,2,2026-04-08T10:31:40.499022,82.37,0,resolved
CMP-252057,Test,"Get rich quick, crypto tokens trading signal. Join our telegram channel for profits.",general,spam,low,Ward 9,1,24,2026-05-25T21:02:40.499022,0.0,0,rejected
CMP-428730,Water pipeline burst,There is a major water pipe burst on Main Street in Ward 4. Drinking water is leaking onto the road and pressure is low.,water,water,critical,Ward 4,0,2,2026-05-25T21:14:40.499022,6.88,1,resolved
CMP-438960,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 7,0,2,2026-05-29T01:48:40.499022,149.6,1,resolved
CMP-540955,Traffic light malfunction,The traffic lights at the main crossing are flashing yellow and causing traffic jams.,roads,roads,medium,Ward 1,0,2,2026-05-07T21:55:40.499022,119.64,1,resolved
CMP-549105,Broken footpath,The pedestrian footpath is completely broken and blocked by debris near Ward 8 metro station.,roads,roads,medium,Ward 8,0,2,2026-04-24T05:52:40.499022,74.94,1,resolved
CMP-724157,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 10, attacking passersby.",general,general,low,Ward 10,0,2,2026-05-16T20:37:40.499022,82.04,0,resolved
CMP-953247,Low water pressure,The municipal water pressure is extremely low. It takes hours to fill a single bucket.,water,water,medium,Ward 8,0,1,2026-04-09T21:34:40.499022,21.96,0,resolved
CMP-107672,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 1,0,2,2026-05-18T22:02:40.499022,22.31,0,resolved
CMP-606277,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 1,0,1,2026-05-18T16:12:40.499022,51.64,0,resolved
CMP-453583,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 5,0,2,2026-04-22T09:47:40.499022,57.28,0,resolved
CMP-450312,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 5,0,2,2026-04-30T22:34:40.499022,9.18,0,resolved
CMP-630791,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 3,0,2,2026-04-15T13:21:40.499022,99.47,0,resolved
CMP-771614,No water supply,We have not received any drinking water supply for the last 3 days in Ward 9. Please look into this urgently.,water,water,low,Ward 9,0,2,2026-04-11T16:32:40.499022,15.85,0,resolved
CMP-246596,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 4, attacking passersby.",general,general,low,Ward 4,0,2,2026-05-22T17:23:40.499022,106.46,0,resolved
CMP-613307,Tax assessment error,My house tax assessment shows double the square footage of my actual property. Need correction.,property_tax,property_tax,low,Ward 7,0,2,2026-04-29T13:35:40.499022,119.89,0,resolved
CMP-825499,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 5,0,1,2026-05-28T06:23:40.499022,12.38,0,rejected
CMP-443804,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 3,0,2,2026-05-14T18:10:40.499022,77.88,0,resolved
CMP-469475,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 6,0,2,2026-04-16T08:30:40.499022,114.46,0,resolved
CMP-719334,Clogged storm drain,"The drainage canal next to our housing society is filled with plastic bottles and black mud, emitting a bad odour.",sanitation,sanitation,low,Ward 7,0,1,2026-04-13T15:13:40.499022,81.78,0,resolved
CMP-445117,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 4,0,2,2026-05-18T14:35:40.499022,26.85,0,resolved
CMP-956534,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 1,0,1,2026-04-24T19:07:40.499022,64.24,0,resolved
CMP-952885,Transformer sparking,The electric transformer near the local market is sparking and emitting smoke. It could catch fire.,electricity,electricity,critical,Ward 3,0,1,2026-04-16T01:37:40.499022,2.49,0,resolved
CMP-640689,Tax assessment error,My house tax assessment shows double the square footage of my actual property. Need correction.,property_tax,property_tax,low,Ward 4,0,1,2026-06-01T01:59:40.499022,50.37,0,rejected
CMP-869445,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 9.,water,water,medium,Ward 9,0,1,2026-04-22T14:46:40.499022,23.25,0,resolved
CMP-687748,Broken footpath,The pedestrian footpath is completely broken and blocked by debris near Ward 9 metro station.,roads,roads,medium,Ward 9,0,1,2026-05-03T08:44:40.499022,117.95,1,resolved
CMP-810971,Transformer sparking,The electric transformer near the local market is sparking and emitting smoke. It could catch fire.,electricity,electricity,critical,Ward 2,0,1,2026-04-16T19:43:40.499022,2.3,0,resolved
CMP-576467,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 10,0,2,2026-04-13T21:32:40.499022,102.93,0,resolved
CMP-841248,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 7,0,2,2026-05-23T23:04:40.499022,16.21,0,resolved
CMP-276633,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 6,0,1,2026-04-08T01:20:40.499022,57.06,0,resolved
CMP-694276,Transformer sparking,The electric transformer near the local market is sparking and emitting smoke. It could catch fire.,electricity,electricity,critical,Ward 3,0,2,2026-04-22T10:21:40.499022,3.49,0,resolved
CMP-168662,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 3,0,2,2026-05-25T03:55:40.499022,79.15,0,resolved
CMP-731948,Power outage,Unscheduled power cuts for the past 8 hours in Ward 5. Electronic items are getting damaged.,electricity,electricity,low,Ward 5,0,2,2026-05-03T22:36:40.499022,15.49,0,resolved
CMP-722016,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 3 hospital.,general,general,low,Ward 3,0,1,2026-04-09T21:00:40.499022,127.81,1,rejected
CMP-804361,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 5, attacking passersby.",general,general,low,Ward 5,0,1,2026-04-17T18:46:40.499022,77.39,0,resolved
CMP-318057,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 8 park. It is smelling terrible.,sanitation,sanitation,low,Ward 8,0,2,2026-04-05T10:37:40.499022,36.81,0,resolved
CMP-453311,Potholes on road,Huge potholes have formed on the main road in Ward 1. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 1,0,1,2026-05-26T21:41:40.499022,99.59,0,resolved
CMP-891066,Transformer sparking,The electric transformer near the local market is sparking and emitting smoke. It could catch fire.,electricity,electricity,critical,Ward 10,0,2,2026-05-07T10:27:40.499022,3.09,0,resolved
CMP-161816,Broken footpath,The pedestrian footpath is completely broken and blocked by debris near Ward 3 metro station.,roads,roads,medium,Ward 3,0,1,2026-05-01T08:19:40.499022,60.47,0,resolved
CMP-784525,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 1,0,1,2026-04-16T03:22:40.499022,122.89,1,resolved
CMP-480015,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 1.,water,water,medium,Ward 1,0,2,2026-05-13T17:02:40.499022,18.65,0,resolved
CMP-613697,Tax assessment error,My house tax assessment shows double the square footage of my actual property. Need correction.,property_tax,property_tax,low,Ward 7,0,1,2026-05-09T14:09:40.499022,89.28,0,rejected
CMP-353423,Consumer ID link error,The system says my consumer ID is invalid when I try to query my monthly dues.,billing,billing,low,Ward 1,0,2,2026-05-28T03:21:40.499022,39.66,0,resolved
CMP-898915,Water pipeline burst,There is a major water pipe burst on Main Street in Ward 1. Drinking water is leaking onto the road and pressure is low.,water,water,critical,Ward 1,0,2,2026-05-11T19:33:40.499022,3.29,0,resolved
CMP-300407,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 4,0,1,2026-05-04T09:43:40.499022,77.02,0,resolved
CMP-511601,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 8,0,1,2026-06-01T19:53:40.499022,37.55,0,resolved
CMP-546359,Potholes on road,Huge potholes have formed on the main road in Ward 10. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 10,0,1,2026-04-27T18:05:40.499022,133.44,1,resolved
CMP-209079,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 4,0,1,2026-05-23T18:51:40.499022,88.14,0,rejected
CMP-488974,Clogged storm drain,"The drainage canal next to our housing society is filled with plastic bottles and black mud, emitting a bad odour.",sanitation,sanitation,low,Ward 1,0,1,2026-05-21T01:44:40.499022,30.74,0,resolved
CMP-259825,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 4,0,2,2026-05-28T14:58:40.499022,36.47,0,resolved
CMP-327662,No water supply,We have not received any drinking water supply for the last 3 days in Ward 6. Please look into this urgently.,water,water,low,Ward 6,0,1,2026-05-24T10:34:40.499022,13.43,0,resolved
CMP-594356,Dangling wire,A live high-voltage electrical cable has snapped and is hanging low over the road near Ward 1 school.,electricity,electricity,medium,Ward 1,0,1,2026-05-28T02:23:40.499022,9.87,0,resolved
CMP-383310,Streetlights broken,"None of the streetlights are working in our lane in Ward 7, making it extremely dark and unsafe at night.",electricity,electricity,low,Ward 7,0,2,2026-04-06T13:01:40.499022,11.5,0,resolved
CMP-605489,Public toilet unhygienic,The public toilet near Ward 2 bus stand has no running water and is extremely filthy.,sanitation,sanitation,low,Ward 2,0,1,2026-05-04T18:43:40.499022,66.31,0,resolved
CMP-736153,Traffic light malfunction,The traffic lights at the main crossing are flashing yellow and causing traffic jams.,roads,roads,medium,Ward 9,0,1,2026-04-20T06:39:40.499022,63.05,0,rejected
CMP-710598,Potholes on road,Huge potholes have formed on the main road in Ward 9. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 9,0,1,2026-05-14T19:07:40.499022,187.73,1,resolved
